,year,title,artist,id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
140,2017-12-12,Nowadays (feat. Landon Cube),Lil Skies,2u7mxWSeoqTXndK5e08jMp,0.646,0.338,79.993,0.17,0.157,0.0,4,0.745,6,203908,-6.987,0.46,0
141,2018-03-09,NBAYOUNGBOAT,Lil Yachty,6K2anECyrckidwf5wxS78Q,0.807,0.111,82.422,0.306,0.0515,0.0,4,0.769,11,139845,-2.966,0.364,1
142,2019-07-03,Proud,Marshmello,4YXKVaWzHaVyDq2pVS5cgR,0.716,0.148,77.562,0.0364,0.0372,0.0,4,0.521,0,191000,-4.999,0.12,1
143,2016-04-08,Lights Down Low,MAX,5A6BJLZArq1MPjsnmcuk5f,0.493,0.104,81.019,0.0338,0.0632,0.0,4,0.623,5,223847,-7.727,0.594,0
144,2018-02-02,Top Off,Gunna,0HCnj7pfrvshnocOJUFeit,0.395,0.117,146.056,0.206,0.0103,0.000195,4,0.906,1,197420,-11.277,0.376,1
145,2018-04-06,She Bad,Cardi B,0CfmNX2TXk7yoJqHJiixnp,0.504,0.0963,159.949,0.266,0.0183,0.0,4,0.791,10,230953,-7.864,0.355,1
146,2018-05-04,Guatemala - From Swaecation,Rae Sremmurd,0TCnOEVeLQMXOUrpPlM7uY,0.699,0.0954,100.989,0.0574,0.185,0.00118,4,0.849,4,256341,-5.193,0.0778,0
147,2014-01-17,Say Something,A Great Big World,6Vc5wAMmXdKIAM7WUoEb7N,0.147,0.0913,141.284,0.0355,0.857,2.89e-06,3,0.407,2,229400,-8.822,0.0765,1
148,2018-10-08,Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,0.235,0.144,118.917,0.188,0.72,0.0,4,0.498,1,179080,-16.541,0.0895,0
149,2018-10-05,Close Friends (Lil Baby & Gunna),Lil Baby,5nzhL67GpF9szXWg5y509A,0.585,0.0789,158.953,0.366,0.044,0.0,4,0.665,10,203881,-5.077,0.658,0
150,2018-02-09,FRIENDS,Marshmello,08bNPGLD8AhKpnnERrAc6G,0.88,0.128,95.079,0.0504,0.205,0.0,4,0.626,9,202621,-2.384,0.534,0
151,2018-04-20,The Cut Off (feat. kiLL edward),J. Cole,3rFF7kSm5qBOOPs6ljFgPp,0.543,0.372,78.198,0.399,0.185,0.0,4,0.74,1,237295,-7.979,0.337,1
152,2014-01-01,Best Day Of My Life,American Authors,5Hroj5K7vLpIG4FNCRIjbP,0.902,0.0552,100.016,0.0347,0.0629,0.000174,4,0.673,2,194240,-2.378,0.521,1
153,2018-04-06,Ring (feat. Kehlani),Cardi B,5DfWF0jqMgZDCiu9zJENTA,0.543,0.115,106.029,0.103,0.049,0.0,4,0.767,1,177140,-7.881,0.485,0
154,2018-04-28,Ye vs. the People (starring TI as the People),Kanye West,69b0SDYOymaqYwm3la237H,0.822,0.103,79.973,0.294,0.0568,0.0,4,0.464,1,202641,-1.881,0.722,1
155,2018-04-06,Bartier Cardi (feat. 21 Savage),Cardi B,0dIoGTQXDh1wVnhIiSyYEa,0.524,0.383,138.015,0.181,0.00111,0.000678,4,0.908,1,224285,-7.955,0.109,1
156,2019-03-29,i love you,Billie Eilish,6CcJMwBtXByIz4zQLzFkKc,0.131,0.109,137.446,0.0382,0.952,0.00453,4,0.421,0,291796,-18.435,0.12,1
157,2014-01-17,Say Something,A Great Big World,6Vc5wAMmXdKIAM7WUoEb7N,0.147,0.0913,141.284,0.0355,0.857,2.89e-06,3,0.407,2,229400,-8.822,0.0765,1
158,2018-04-27,Same Bitches (feat. G-Eazy & YG),Post Malone,688QpQAwqsLdBR6lr13wK1,0.774,0.114,99.932,0.0588,0.379,2.47e-06,4,0.727,10,212467,-5.246,0.211,0
159,2017-12-12,Red Roses (feat. Landon Cube),Lil Skies,3ZhTT6yjZwpPph5MIJ53XY,0.683,0.221,140.002,0.0954,0.547,0.0,4,0.691,0,262544,-7.335,0.456,1
160,2018-09-18,Gucci Flip Flops (feat. Lil Yachty),Bhad Bhabie,3hv6ndi7uFT9L9wrhQCsqY,0.603,0.122,159.976,0.308,0.0351,0.0159,4,0.82,8,151851,-7.18,0.177,1
161,2018-05-18,Champion (feat. Travis Scott),NAV,6nO3tr47nr2P7f3hXb8JIo,0.782,0.108,162.005,0.0477,0.381,0.0,4,0.642,5,195053,-3.395,0.396,0
162,2018-04-27,Spoil My Night (feat. Swae Lee),Post Malone,5VuxWXbt7XENQCtE9TzpTv,0.675,0.109,160.911,0.0337,0.337,1.5e-05,4,0.669,1,194560,-2.869,0.262,1
163,2018-04-05,A$AP Forever,A$AP Rocky,1YmF9PvLhIISIANoMLIYGq,0.78,0.13,125.999,0.122,0.224,0.0,4,0.469,10,233061,-6.49,0.444,0
164,2018-05-25,What Would Meek Do?,Pusha T,5vnuJ8EopkP5dHukpOmT3L,0.636,0.177,83.071,0.0782,0.0064,8.38e-06,4,0.678,1,153267,-3.155,0.0636,1
165,2018-09-04,Leave Me Alone,Flipp Dinero,14mHfNsSHN0FbLftyjrV9g,0.743,0.183,150.024,0.0851,0.107,0.0,4,0.792,7,195637,-2.806,0.742,1
166,2018-05-25,Youth (feat. Khalid),Shawn Mendes,1h0yImRPIVAjhhHeNVlTuC,0.596,0.133,100.121,0.117,0.56,0.0,4,0.534,6,190867,-6.653,0.324,0
167,2017-12-22,watch,Billie Eilish,7eB1V5LvAdxCc7brfGhRRo,0.599,0.103,165.212,0.225,0.333,0.00198,4,0.441,0,177523,-8.985,0.35,1
168,2018-03-30,New Freezer (feat. Kendrick Lamar),Rich The Kid,2EgB4n6XyBsuNUbuarr4eG,0.698,0.195,140.068,0.364,0.0405,0.0,4,0.884,0,191938,-9.101,0.575,1
169,2018-05-11,Shoota (feat. Lil Uzi Vert),Playboi Carti,2BJSMvOGABRxokHKB0OI8i,0.649,0.122,153.069,0.199,0.191,0.0,4,0.674,1,153800,-8.433,0.48,0
170,2018-06-29,Humility (feat. George Benson),Gorillaz,3NeiYiBn3rQBgurfVk92Zm,0.807,0.125,160.174,0.126,0.144,0.0211,4,0.632,0,197933,-5.893,0.784,1
171,2018-09-04,Leave Me Alone,Flipp Dinero,14mHfNsSHN0FbLftyjrV9g,0.743,0.183,150.024,0.0851,0.107,0.0,4,0.792,7,195637,-2.806,0.742,1
172,2018-06-01,Ghost Town,Kanye West,7vgTNTaEz3CsBZ1N4YQalM,0.545,0.329,83.378,0.0288,0.0969,0.0,4,0.573,7,271387,-4.247,0.297,0
173,2018-01-12,Havana (feat. Young Thug),Camila Cabello,1rfofaqEpACxVEHIZBJe6W,0.523,0.132,104.988,0.03,0.184,3.56e-05,4,0.765,2,217307,-4.333,0.394,1
174,2018-02-09,Look Alive (feat. Drake),BlocBoy JB,4qKcDkK6siZ7Jp1Jb4m0aL,0.581,0.105,140.022,0.27,0.00104,5.86e-05,4,0.922,10,181263,-7.495,0.595,1
175,2018-08-03,SICKO MODE,Travis Scott,2xLMifQCjDGFmkHkpNLD9h,0.73,0.124,155.008,0.222,0.00513,0.0,4,0.834,8,312820,-3.714,0.446,1
176,2018-04-27,rockstar (feat. 21 Savage),Post Malone,0e7ipj03S05BNilyu5bRzt,0.535,0.131,159.847,0.0898,0.117,6.56e-05,4,0.587,5,218147,-6.09,0.14,0
177,2018-06-15,Girls Like You (feat. Cardi B),Maroon 5,6V1bu6o1Yo5ZXnsCJU8Ovk,0.541,0.13,124.959,0.0505,0.568,0.0,4,0.851,0,235545,-6.825,0.448,1
178,2018-03-15,Freaky Friday (feat. Chris Brown),Lil Dicky,10Igtw8bSDyyFs7KIsKngZ,0.599,0.109,133.123,0.224,0.147,0.0,4,0.755,8,216632,-5.042,0.755,1
179,2018-01-26,Walk It Talk It,Migos,6n4U3TlzUGhdSFbUUhTvLP,0.628,0.108,145.905,0.201,0.0739,0.0,4,0.909,2,276147,-5.456,0.406,1
180,2018-04-27,Ball For Me (feat. Nicki Minaj),Post Malone,6IaieqiCVvsNvEt6Y7yOFa,0.56,0.0849,134.044,0.225,0.493,0.0,4,0.792,9,206267,-4.125,0.505,1
181,2018-10-05,Drip Too Hard (Lil Baby & Gunna),Lil Baby,78QR3Wp35dqAhFEc2qAGjE,0.671,0.552,112.502,0.289,0.103,0.0,4,0.896,1,145543,-6.977,0.358,0
182,2018-06-01,Wouldn't Leave,Kanye West,1nGoy0cEj0extAwXYNYTWd,0.432,0.308,164.235,0.545,0.495,0.0,4,0.556,3,205547,-8.551,0.352,1
183,2018-05-10,Dame Tu Cosita (feat. Cutty Ranks),El Chombo,09SNuR471zu5nVvC4IVG8j,0.925,0.277,110.017,0.156,0.0348,0.0,4,0.891,2,152000,-5.271,0.692,1
184,2018-05-16,Taste (feat. Offset),Tyga,5IaHrVsrferBYDm0bDyABy,0.559,0.101,97.994,0.12,0.0236,0.0,4,0.884,0,232959,-7.442,0.342,1
185,2018-06-08,4th Dimension,KIDS SEE GHOSTS,6JyEh4kl9DLwmSAoNDRn5b,0.542,0.609,171.945,0.39,0.278,1.87e-05,4,0.765,1,153351,-6.755,0.734,1
186,2018-05-25,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,7ycWLEP1GsNjVvcjawXz3z,0.569,0.1,80.02,0.136,0.0609,0.0816,4,0.85,5,205040,-8.152,0.294,0
187,2018-11-27,TATI,6ix9ine,6SOBCABlykuNrO04rmXpLs,0.767,0.102,91.981,0.258,0.00214,0.0,4,0.779,11,154565,-5.462,0.523,0
188,2018-01-30,El Farsante - Remix,Ozuna,7uYgVgRSgqluZclLS7wpp4,0.742,0.316,119.966,0.0441,0.218,0.0,4,0.737,6,258000,-2.875,0.386,1
189,2018-04-27,Up Down (feat. Florida Georgia Line),Morgan Wallen,3EWMoDIm6lzuR0zQKtuCJX,0.885,0.175,129.933,0.0346,0.0788,0.0,4,0.588,6,198120,-3.046,0.786,1
190,2018-05-11,Done for Me,Charlie Puth,1lsBTdE6MGsKeZCD6llNu7,0.632,0.0688,112.009,0.074,0.193,0.0,4,0.856,6,180493,-3.692,0.697,0
191,2018-08-03,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,0ZNrc4kNeQYD9koZ3KvCsy,0.346,0.0881,203.911,0.331,0.00552,0.0,4,0.745,1,237240,-7.709,0.112,1
192,2018-06-08,Babe,Sugarland,7fRruZ12gXGwBs0zXQ6e5V,0.777,0.136,171.72,0.207,0.0187,1.62e-06,4,0.535,4,215107,-3.292,0.664,1
193,2018-05-18,Life Goes On,Lil Baby,2bSk87AVkCIIC3Bcligq1z,0.541,0.115,139.978,0.149,0.0021,0.0,4,0.716,1,247055,-7.909,0.387,1
194,2017-09-22,Sativa,Jhene Aiko,2pg2TiYo9Rb8KeB5JjP7jS,0.61,0.534,125.99,0.0512,0.315,0.0,4,0.741,6,276960,-7.34,0.72,0
195,2019-05-31,Me Niego (feat. Ozuna & Wisin),Reik,4ggiDYAkJ7Yk8d5xOr7Xjo,0.782,0.64,94.023,0.0907,0.0505,0.0,4,0.777,0,221653,-4.435,0.773,0
196,2019-07-26,Welcome To The Party,Pop Smoke,0fIffclhgJC5h8AdMMVvkp,0.723,0.196,143.013,0.091,0.0134,7.87e-05,4,0.637,2,214960,-5.547,0.228,1
197,2018-08-10,Rich Sex (feat. Lil Wayne),Nicki Minaj,2D1MK9oaxy7axXggy3iVbp,0.635,0.0786,146.972,0.258,0.0517,0.0,4,0.879,9,192600,-5.098,0.568,1
198,2018-07-13,I Don't Know About You,Chris Lane,3yOs8FffuG6hPbzQG9lIqV,0.81,0.119,144.011,0.0625,0.602,0.0,4,0.593,1,207933,-5.733,0.712,1
199,2018-07-13,Take Back Home Girl (feat. Tori Kelly),Chris Lane,0N9uZRrJQ3lO5TmInEjLxc,0.796,0.0957,159.988,0.0691,0.39,0.0,4,0.493,11,212107,-3.971,0.644,1
