Track,Artist,Position,Last,Peak,Weeks,Year,Month,Week
Tell Your Friends,The Weeknd,54,-,54,1,2015,9,19
Acquainted,The Weeknd,60,-,60,1,2015,9,19
Real Life,The Weeknd,62,-,62,1,2015,9,19
Roots,Imagine Dragons,77,-,77,1,2015,9,19
Shameless,The Weeknd,79,-,79,1,2015,9,19
Losers,The Weeknd Featuring Labrinth,85,-,85,1,2015,9,19
Dark Times,The Weeknd Featuring Ed Sheeran,93,-,93,1,2015,9,19
Jet Black Heart,5 Seconds Of Summer,95,-,95,1,2015,9,19
New Americana,Halsey,97,-,97,1,2015,9,19
In The Night,The Weeknd,100,-,100,1,2015,9,19
Antidote,Travis Scott,75,-,75,1,2015,9,26
Burn Slow,Wiz Khalifa Featuring Rae Sremmurd,83,-,83,1,2015,9,26
White Iverson,Post Malone,84,-,84,1,2015,9,26
Ginza,J Balvin,98,-,98,1,2015,9,26
Same Old Love,Selena Gomez,43,-,43,1,2015,10,3
Right Hand,Drake,66,-,66,1,2015,10,3
Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,85,-,85,1,2015,10,3
Gonna,Blake Shelton,86,-,86,1,2015,10,3
Nothing But Trouble (Instagram Models),Lil Wayne & Charlie Puth,87,-,87,1,2015,10,3
Hold My Hand,Jess Glynne,88,-,88,1,2015,10,3
Firestone,Kygo Featuring Conrad,92,-,92,1,2015,10,3
Hide Away,Daya,97,-,97,1,2015,10,3
Come Get Her,Rae Sremmurd,100,-,100,1,2015,10,3
On My Mind,Ellie Goulding,22,-,22,1,2015,10,10
Jumpman,Drake & Future,52,-,52,1,2015,10,10
Infinity,One Direction,54,-,54,1,2015,10,10
RGF Island,Fetty Wap,61,-,61,1,2015,10,10
Diamonds Dancing,Drake & Future,70,-,70,1,2015,10,10
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,71,-,71,1,2015,10,10
Big Rings,Drake & Future,75,-,75,1,2015,10,10
Digital Dash,Drake & Future,81,-,81,1,2015,10,10
Confident,Demi Lovato,84,-,84,1,2015,10,10
Live From The Gutter,Drake & Future,85,-,85,1,2015,10,10
Scholarships,Drake & Future,86,-,86,1,2015,10,10
30 For 30 Freestyle,Drake,88,-,88,1,2015,10,10
I'm The Plug,Drake & Future,89,-,89,1,2015,10,10
Runnin' (Lose It All),Naughty Boy Featuring Beyonce & Arrow Benjamin,90,-,90,1,2015,10,10
Die A Happy Man,Thomas Rhett,92,-,92,1,2015,10,10
Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley,95,-,95,1,2015,10,10
Hold Each Other,A Great Big World Featuring FUTURISTIC,99,-,99,1,2015,10,10
Alive,Sia,56,-,56,1,2015,10,17
Writing's On The Wall,Sam Smith,71,-,71,1,2015,10,17
Plastic Bag,Drake & Future,78,-,78,1,2015,10,17
Change Locations,Drake & Future,82,-,82,1,2015,10,17
Don't,Bryson Tiller,84,-,84,1,2015,10,17
Jugg,Fetty Wap Featuring Monty,86,-,86,1,2015,10,17
Jersey,Future,87,-,87,1,2015,10,17
Lay It All On Me,Rudimental Featuring Ed Sheeran,96,-,96,1,2015,10,17
Back Up,DeJ Loaf Featuring Big Sean,83,-,83,1,2015,10,24
Break Up In A Small Town,Sam Hunt,90,-,90,1,2015,10,24
Stay A Little Longer,Brothers Osborne,99,-,99,1,2015,10,24
I Got The Boy,Jana Kramer,92,-,92,1,2015,10,31
Top Of The World,Tim McGraw,99,-,99,1,2015,10,31
Love Me,The 1975,100,-,100,1,2015,10,31
Perfect,One Direction,10,-,10,1,2015,11,7
Cake By The Ocean,DNCE,79,-,79,1,2015,11,7
Say It,Tory Lanez,90,-,90,1,2015,11,7
Roses,The Chainsmokers Featuring Rozes,95,-,95,1,2015,11,7
Home,One Direction,97,-,97,1,2015,11,7
Can't Sleep Love,Pentatonix,99,-,99,1,2015,11,7
Hello,Adele,1,-,1,1,2015,11,14
Sorry,Justin Bieber,2,-,2,1,2015,11,14
Emperor's New Clothes,Panic! At The Disco,68,-,68,1,2015,11,14
Used To Love You Sober,Kane Brown,82,-,82,1,2015,11,14
Used To Love You,Gwen Stefani,84,-,84,1,2015,11,14
Dibs,Kelsea Ballerini,93,-,93,1,2015,11,14
I Love This Life,LOCASH,97,-,97,1,2015,11,14
Exchange,Bryson Tiller,98,-,98,1,2015,11,14
Focus,Ariana Grande,7,-,7,1,2015,11,21
Tennessee Whiskey,Chris Stapleton,23,-,23,1,2015,11,21
I'll Show You,Justin Bieber,51,-,51,1,2015,11,21
"Me, Myself & I",G-Eazy x Bebe Rexha,83,-,83,1,2015,11,21
Beautiful Drug,Zac Brown Band,95,-,95,1,2015,11,21
Already Callin' You Mine,Parmalee,96,-,96,1,2015,11,21
We Went,Randy Houser,100,-,100,1,2015,11,21
Adventure Of A Lifetime,Coldplay,55,-,55,1,2015,11,28
Do It Like Me,DLOW,61,-,61,1,2015,11,28
History,One Direction,65,-,65,1,2015,11,28
Traveller,Chris Stapleton,87,-,87,1,2015,11,28
Halo,Jordan Smith,88,-,88,1,2015,11,28
WTF (Where They From),Missy Elliott Featuring Pharrell Williams,91,-,91,1,2015,11,28
Stand By You,Rachel Platten,94,-,94,1,2015,11,28
My House,Flo Rida,96,-,96,1,2015,11,28
Love Yourself,Justin Bieber,4,-,4,1,2015,12,5
Great Is Thy Faithfulness,Jordan Smith,30,-,30,1,2015,12,5
The Feeling,Justin Bieber Featuring Halsey,31,-,31,1,2015,12,5
Mark My Words,Justin Bieber,42,-,42,1,2015,12,5
Purpose,Justin Bieber,43,-,43,1,2015,12,5
No Pressure,Justin Bieber Featuring Big Sean,49,-,49,1,2015,12,5
Company,Justin Bieber,53,-,53,1,2015,12,5
No Sense,Justin Bieber Featuring Travi$ Scott,54,-,54,1,2015,12,5
Life Is Worth Living,Justin Bieber,67,-,67,1,2015,12,5
Children,Justin Bieber,74,-,74,1,2015,12,5
Been You,Justin Bieber,81,-,81,1,2015,12,5
If I Could Fly,One Direction,83,-,83,1,2015,12,5
Olivia,One Direction,87,-,87,1,2015,12,5
We Are,Justin Bieber Featuring Nas,88,-,88,1,2015,12,5
Get Used To It,Justin Bieber,90,-,90,1,2015,12,5
A.M.,One Direction,94,-,94,1,2015,12,5
Temporary Fix,One Direction,96,-,96,1,2015,12,5
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,97,-,97,1,2015,12,5
Trust,Justin Bieber,98,-,98,1,2015,12,5
Never Enough,One Direction,100,-,100,1,2015,12,5
When We Were Young,Adele,22,-,22,1,2015,12,12
Water Under The Bridge,Adele,70,-,70,1,2015,12,12
Send My Love (To Your New Lover),Adele,79,-,79,1,2015,12,12
Remedy,Adele,87,-,87,1,2015,12,12
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,97,-,97,1,2015,12,12
Best Friend,Young Thug,98,-,98,1,2015,12,12
Rich $ex,Future,100,-,100,1,2015,12,12
Hallelujah,Jordan Smith,61,-,61,1,2015,12,19
Down In The DM,Yo Gotti Featuring Nicki Minaj,87,-,87,1,2015,12,19
One Call Away,Charlie Puth,89,-,89,1,2015,12,19
I'd Just Love To Lay You Down,Barrett Baber,92,-,92,1,2015,12,19
Daddy,PSY Featuring CL,97,-,97,1,2015,12,19
Girls Just Want To Have Fun,Madi Davis,98,-,98,1,2015,12,19
Somebody To Love,Jordan Smith,21,-,21,1,2015,12,26
Hands To Myself,Selena Gomez,77,-,77,1,2015,12,26
Dessert,Dawin,89,-,89,1,2015,12,26
Backroad Song,Granger Smith,93,-,93,1,2015,12,26
Random,G-Eazy,94,-,94,1,2015,12,26
Sorry,Rick Ross Featuring Chris Brown,97,-,97,1,2015,12,26
Drifting,G-Eazy Featuring Chris Brown & Tory Lanez,98,-,98,1,2015,12,26
Mary Did You Know,Jordan Smith,24,-,24,1,2016,1,2
Burning House,Emily Ann Roberts,56,-,56,1,2016,1,2
Back To Sleep,Chris Brown,64,-,64,1,2016,1,2
You Should Be Here,Cole Swindell,69,-,69,1,2016,1,2
Climb Every Mountain,Jordan Smith,72,-,72,1,2016,1,2
Good To Be Alive (Hallelujah),Andy Grammer,86,-,86,1,2016,1,2
God Only Knows,Jordan Smith & Adam Levine,90,-,90,1,2016,1,2
Sorry Not Sorry,Bryson Tiller,95,-,95,1,2016,1,2
Hollow,Tori Kelly,98,-,98,1,2016,1,2
Jingle Bell Rock,Bobby Helms,47,-,35,16,2016,1,9
Zero,Chris Brown,80,-,80,1,2016,1,9
Hallelujah,Lindsey Stirling,81,-,81,1,2016,1,9
Little More (Royalty),Chris Brown,91,-,91,1,2016,1,9
Really Really,Kevin Gates,94,-,94,1,2016,1,9
Let It Go,James Bay,98,-,98,1,2016,1,9
Stick Talk,Future,99,-,99,1,2016,1,9
Get Ugly,Jason Derulo,100,-,100,1,2016,1,9
Watch Out,2 Chainz,85,-,85,1,2016,1,16
Mr. Misunderstood,Eric Church,92,-,92,1,2016,1,16
Break On Me.,Keith Urban,94,-,94,1,2016,1,16
Confession,Florida Georgia Line,99,-,99,1,2016,1,16
Heartbeat,Carrie Underwood,76,-,76,1,2016,1,23
Oui,Jeremih,81,-,81,1,2016,1,23
Sugar,Robin Schulz Featuring Francesco Yates,87,-,87,1,2016,1,23
2 Phones,Kevin Gates,93,-,93,1,2016,1,23
Nobody To Blame,Chris Stapleton,97,-,97,1,2016,1,23
Lazarus,David Bowie,40,-,40,1,2016,1,30
Space Oddity,David Bowie,42,-,15,15,2016,1,30
Under Pressure,Queen & David Bowie,45,-,29,16,2016,1,30
Blackstar,David Bowie,78,-,78,1,2016,1,30
Drunk On Your Love,Brett Eldredge,94,-,94,1,2016,1,30
Bang My Head,David Guetta Featuring Sia & Fetty Wap,98,-,98,1,2016,1,30
I Took A Pill In Ibiza,Mike Posner,79,-,79,1,2016,2,6
Walking On A Dream,Empire Of The Sun,82,-,82,1,2016,2,6
Victorious,Panic! At The Disco,89,-,89,1,2016,2,6
Death Of A Bachelor,Panic! At The Disco,92,-,92,1,2016,2,6
Middle,DJ Snake Featuring Bipolar Sunshine,95,-,95,1,2016,2,6
7 Years,Lukas Graham,96,-,96,1,2016,2,6
Lean & Dabb,iLoveMemphis,98,-,98,1,2016,2,6
Work,Rihanna Featuring Drake,9,-,9,1,2016,2,13
Bake Sale,Wiz Khalifa Featuring Travi$ Scott,56,-,56,1,2016,2,13
Something In The Way You Move,Ellie Goulding,81,-,81,1,2016,2,13
I Like The Sound Of That,Rascal Flatts,87,-,87,1,2016,2,13
My Church,Maren Morris,91,-,91,1,2016,2,13
Country Nation,Brad Paisley,94,-,94,1,2016,2,13
Humble And Kind,Tim McGraw,95,-,95,1,2016,2,13
Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne,97,-,97,1,2016,2,13
Somewhere On A Beach,Dierks Bentley,98,-,98,1,2016,2,13
Snapback,Old Dominion,100,-,100,1,2016,2,13
Pillowtalk,Zayn,1,-,1,1,2016,2,20
Summer Sixteen,Drake,6,-,6,1,2016,2,20
Hymn For The Weekend,Coldplay,68,-,68,1,2016,2,20
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,78,-,78,1,2016,2,20
Youth,Troye Sivan,85,-,85,1,2016,2,20
Needed Me,Rihanna,91,-,91,1,2016,2,20
Jam,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",97,-,97,1,2016,2,20
Low Life,Future Featuring The Weeknd,52,-,52,1,2016,2,27
Fly S**t Only,Future,67,-,67,1,2016,2,27
Jimmy Choo,Fetty Wap,69,-,69,1,2016,2,27
Ophelia,The Lumineers,78,-,78,1,2016,2,27
Die A Happy Man,Nelly,83,-,83,1,2016,2,27
Don't Let Me Down,The Chainsmokers Featuring Daya,85,-,85,1,2016,2,27
Whisper,Chase Rice,94,-,94,1,2016,2,27
Little Bit Of You,Chase Bryant,99,-,99,1,2016,2,27
Make Me Like You,Gwen Stefani,54,-,54,1,2016,3,5
All I Ask,Adele,77,-,77,1,2016,3,5
Cheap Thrills,Sia Featuring Sean Paul,81,-,81,1,2016,3,5
Never Forget You,Zara Larsson & MNEK,83,-,83,1,2016,3,5
Might Be,DJ Luke Nasty,85,-,85,1,2016,3,5
Think Of You,Chris Young Duet With Cassadee Pope,86,-,86,1,2016,3,5
Promise,Kid Ink Featuring Fetty Wap,92,-,92,1,2016,3,5
That Don't Sound Like You,Lee Brice,98,-,98,1,2016,3,5
Lost Boy,Ruth B,75,-,75,1,2016,3,12
Mind Reader,Dustin Lynch,85,-,85,1,2016,3,12
Look At My Dab,Migos,87,-,87,1,2016,3,12
The Sound Of Silence,Disturbed,88,-,88,1,2016,3,12
Wild Things,Alessia Cara,91,-,91,1,2016,3,12
Saved,Ty Dolla $ign Featuring E-40,93,-,93,1,2016,3,12
Cut It,O.T. Genasis Featuring Young Dolph,94,-,94,1,2016,3,12
Panda,Desiigner,96,-,96,1,2016,3,12
Might Not,Belly Featuring The Weeknd,100,-,100,1,2016,3,12
Piece By Piece,Kelly Clarkson,8,-,8,1,2016,3,19
Work From Home,Fifth Harmony Featuring Ty Dolla $ign,12,-,12,1,2016,3,19
It's You,Zayn,59,-,59,1,2016,3,19
Hello Friday,Flo Rida Featuring Jason Derulo,79,-,79,1,2016,3,19
T-Shirt,Thomas Rhett,92,-,92,1,2016,3,19
Til It Happens To You,Lady Gaga,95,-,95,1,2016,3,19
Head Over Boots,Jon Pardi,97,-,97,1,2016,3,19
No,Meghan Trainor,11,-,11,1,2016,3,26
Came Here To Forget,Blake Shelton,54,-,54,1,2016,3,26
Try Everything,Shakira,66,-,66,1,2016,3,26
Untitled 02 l 06.23.2014.,Kendrick Lamar,79,-,79,1,2016,3,26
American Country Love Song,Jake Owen,83,-,83,1,2016,3,26
Untitled 07 l Levitate,Kendrick Lamar,90,-,90,1,2016,3,26
Something New,Zendaya Featuring Chris Brown,96,-,96,1,2016,3,26
Gotta Lotta,2 Chainz Featuring Lil Wayne,100,-,100,1,2016,3,26
Dangerous Woman,Ariana Grande,10,-,10,1,2016,4,2
Like I Would,Zayn,55,-,55,1,2016,4,2
Ride,twenty one pilots,96,-,96,1,2016,4,2
Light It Up,Major Lazer Featuring Nyla & Fuse ODG,98,-,98,1,2016,4,2
Fast Car,Jonas Blue Featuring Dakota,100,-,100,1,2016,4,2
Team,Iggy Azalea,42,-,42,1,2016,4,9
Be Alright,Ariana Grande,43,-,43,1,2016,4,9
Body,Dreezy Featuring Jeremih,98,-,98,1,2016,4,9
Close,Nick Jonas Featuring Tove Lo,27,-,27,1,2016,4,16
Noise,Kenny Chesney,72,-,72,1,2016,4,16
With Them,Young Thug,87,-,87,1,2016,4,16
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",91,-,91,1,2016,4,16
"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,92,-,92,1,2016,4,16
Digits,Young Thug,93,-,93,1,2016,4,16
Moolah,Young Greatness,95,-,95,1,2016,4,16
New Level,A$AP Ferg Featuring Future,97,-,97,1,2016,4,16
Uber Everywhere,MadeinTYO,99,-,99,1,2016,4,16
Pop Style,Drake Featuring The Throne,16,-,16,1,2016,4,23
One Dance,Drake Featuring WizKid & Kyla,21,-,21,1,2016,4,23
Famous,Kanye West,34,-,34,1,2016,4,23
Father Stretch My Hands Pt. 1,Kanye West,37,-,37,1,2016,4,23
Lights Come On,Jason Aldean,43,-,43,1,2016,4,23
Pt. 2,Kanye West,54,-,54,1,2016,4,23
Ultralight Beam,Kanye West,67,-,67,1,2016,4,23
Waves,Kanye West,71,-,71,1,2016,4,23
Wasted Time,Keith Urban,74,-,74,1,2016,4,23
Kiss It Better,Rihanna,80,-,80,1,2016,4,23
FML,Kanye West,84,-,84,1,2016,4,23
Real Friends,Kanye West,92,-,92,1,2016,4,23
Come And See Me,PARTYNEXTDOOR Featuring Drake,97,-,97,1,2016,4,23
Never Be Like You,Flume Featuring Kai,98,-,98,1,2016,4,23
Feedback,Kanye West,99,-,99,1,2016,4,23
Record Year,Eric Church,100,-,100,1,2016,4,23
Messin' Around,Pitbull Featuring Enrique Iglesias,70,-,70,1,2016,4,30
Law,Yo Gotti Featuring E-40,85,-,85,1,2016,4,30
Faded,Alan Walker,91,-,91,1,2016,4,30
Ain't Your Mama,Jennifer Lopez,92,-,92,1,2016,4,30
If It Ain't Love,Jason Derulo,94,-,94,1,2016,4,30
Purple Rain,Prince And The Revolution,17,-,2,17,2016,5,7
When Doves Cry,Prince,20,-,1,22,2016,5,7
Kiss,Prince And The Revolution,28,-,1,19,2016,5,7
Little Red Corvette,Prince,29,-,6,23,2016,5,7
Let's Go Crazy,Prince And The Revolution,39,-,1,20,2016,5,7
1999,Prince,41,-,12,29,2016,5,7
Just Like Fire,P!nk,42,-,42,1,2016,5,7
Wicked,Future,73,-,73,1,2016,5,7
I Hate U I Love U,gnash Featuring Olivia O'Brien,93,-,93,1,2016,5,7
You Don't Own Me,Grace Featuring G-Eazy,95,-,95,1,2016,5,7
Let Me Love You,Ariana Grande Featuring Lil Wayne,99,-,99,1,2016,5,7
Formation,Beyonce,10,-,10,1,2016,5,14
Sorry,Beyonce,11,-,11,1,2016,5,14
Hold Up,Beyonce,13,-,13,1,2016,5,14
6 Inch,Beyonce Featuring The Weeknd,18,-,18,1,2016,5,14
Don't Hurt Yourself,Beyonce Featuring Jack White,28,-,28,1,2016,5,14
Raspberry Beret,Prince And The Revolution,33,-,2,18,2016,5,14
Freedom,Beyonce Featuring Kendrick Lamar,35,-,35,1,2016,5,14
Pray You Catch Me,Beyonce,37,-,37,1,2016,5,14
All Night,Beyonce,38,-,38,1,2016,5,14
I Would Die 4 U,Prince And The Revolution,39,-,8,16,2016,5,14
Daddy Lessons,Beyonce,41,-,41,1,2016,5,14
Sandcastles,Beyonce,43,-,43,1,2016,5,14
Love Drought,Beyonce,47,-,47,1,2016,5,14
Forward,Beyonce Featuring James Blake,63,-,63,1,2016,5,14
Wake Up,Fetty Wap,84,-,84,1,2016,5,14
Go Flex,Post Malone,94,-,94,1,2016,5,14
This Is What You Came For,Calvin Harris Featuring Rihanna,9,-,9,1,2016,5,21
H.O.L.Y.,Florida Georgia Line,20,-,20,1,2016,5,21
My Boo,Ghost Town DJ's,29,-,29,32,2016,5,21
Hype,Drake,33,-,33,1,2016,5,21
Controlla,Drake,34,-,34,1,2016,5,21
Grammys,Drake Featuring Future,38,-,38,1,2016,5,21
Still Here,Drake,40,-,40,1,2016,5,21
U With Me?,Drake,44,-,44,1,2016,5,21
9,Drake,45,-,45,1,2016,5,21
With You,Drake Featuring PARTYNEXTDOOR,47,-,47,1,2016,5,21
Childs Play,Drake,49,-,49,1,2016,5,21
Too Good,Drake Featuring Rihanna,52,-,52,1,2016,5,21
Feel No Ways,Drake,53,-,53,1,2016,5,21
Weston Road Flows,Drake,54,-,54,1,2016,5,21
Redemption,Drake,61,-,61,1,2016,5,21
Don't Mind,Kent Jones,63,-,63,1,2016,5,21
Keep The Family Close,Drake,68,-,68,1,2016,5,21
Faithful,Drake Featuring Pimp C & dvsn,72,-,72,1,2016,5,21
True Colors,Zedd & Kesha,74,-,74,1,2016,5,21
Fire & Desire,Drake,75,-,75,1,2016,5,21
Views,Drake,86,-,86,1,2016,5,21
Can't Stop The Feeling!,Justin Timberlake,1,-,1,1,2016,5,28
Go Ahead And Break My Heart,Blake Shelton Featuring Gwen Stefani,70,-,70,1,2016,5,28
Into You,Ariana Grande,83,-,83,1,2016,5,28
Church Bells,Carrie Underwood,90,-,90,1,2016,5,28
Me Too,Meghan Trainor,39,-,39,1,2016,6,4
Wherever I Go,OneRepublic,67,-,67,1,2016,6,4
The Fighter,Keith Urban Featuring Carrie Underwood,69,-,69,1,2016,6,4
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,86,-,86,1,2016,6,4
THat Part,ScHoolboy Q Featuring Kanye West,92,-,92,1,2016,6,4
Blessings,Chance The Rapper Featuring Ty Dolla $ign,93,-,93,1,2016,6,4
I'm Sorry,Adam Wakefield,94,-,94,1,2016,6,4
Unsteady,X Ambassadors,99,-,99,1,2016,6,4
Lonesome Broken And Blue,Adam Wakefield,73,-,73,1,2016,6,11
Love On The Brain,Rihanna,83,-,83,1,2016,6,11
From The Ground Up,Dan + Shay,90,-,90,1,2016,6,11
Every Breath You Take,Hannah Huston,94,-,94,1,2016,6,11
Gold,Kiiara,96,-,96,1,2016,6,11
With You Tonight / Hasta El Amanecer,Nicky Jam,98,-,98,1,2016,6,11
Down That Road,Alisan Porter,100,-,100,1,2016,6,11
Kill Em With Kindness,Selena Gomez,74,-,74,1,2016,6,18
Peter Pan,Kelsea Ballerini,92,-,92,1,2016,6,18
Make You Miss Me,Sam Hunt,93,-,93,1,2016,6,18
Different For Girls,Dierks Bentley Featuring Elle King,98,-,98,1,2016,6,18
Fix,Chris Lane,99,-,99,1,2016,6,18
"Sit Still, Look Pretty",Daya,100,-,100,1,2016,6,18
For Free,DJ Khaled Featuring Drake,18,-,18,1,2016,6,25
Treat You Better,Shawn Mendes,34,-,34,1,2016,6,25
Nothing Is Promised,Mike WiLL Made-It x Rihanna,75,-,75,1,2016,6,25
Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",71,-,71,1,2016,7,2
Broccoli,D.R.A.M. Featuring Lil Yachty,87,-,87,1,2016,7,2
Sweatshirt,Jacob Sartorius,90,-,90,1,2016,7,2
Money Longer,Lil Uzi Vert,92,-,92,1,2016,7,2
My PYT,Wale,94,-,94,1,2016,7,2
Toothbrush,DNCE,98,-,98,1,2016,7,2
Heathens,twenty one pilots,14,-,14,1,2016,7,9
Dark Necessities,Red Hot Chili Peppers,67,-,67,1,2016,7,9
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,78,-,78,1,2016,7,9
What The World Needs Now Is Love,Broadway For Orlando,86,-,86,1,2016,7,9
Ain't No Stopping Us Now,Kane Brown,88,-,88,1,2016,7,9
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,92,-,92,1,2016,7,9
Night's On Fire,David Nail,100,-,100,1,2016,7,9
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",32,-,32,1,2016,7,16
I Got The Keys,DJ Khaled Featuring Jay Z & Future,56,-,56,1,2016,7,16
No Limit,Usher Featuring Young Thug,80,-,80,1,2016,7,16
She's Got A Way With Words,Blake Shelton,86,-,86,1,2016,7,16
Luv,Tory Lanez,96,-,96,1,2016,7,16
M.I.L.F. $,Fergie,34,-,34,1,2016,7,23
Bored To Death,Blink-182,85,-,85,1,2016,7,23
Brand New,Ben Rector,94,-,94,1,2016,7,23
Lockjaw,French Montana Featuring Kodak Black,98,-,98,1,2016,7,23
Flexicution,Logic,100,-,100,1,2016,7,23
Love Make The World Go Round,Jennifer Lopez & Lin-Manuel Miranda,72,-,72,1,2016,7,30
Duele El Corazon,Enrique Iglesias Featuring Wisin,86,-,86,1,2016,7,30
You Was Right,Lil Uzi Vert,89,-,89,1,2016,7,30
You & Me,Marc E. Bassy Featuring G-Eazy,91,-,91,1,2016,7,30
La Bicicleta,Carlos Vives & Shakira,95,-,95,1,2016,7,30
Lush Life,Zara Larsson,97,-,97,1,2016,7,30
No Money,Galantis,99,-,99,1,2016,7,30
Rise,Katy Perry,11,-,11,1,2016,8,6
Make Me...,Britney Spears Featuring G-Eazy,17,-,17,1,2016,8,6
Vice,Miranda Lambert,47,-,47,1,2016,8,6
Girls Talk Boys,5 Seconds Of Summer,68,-,68,1,2016,8,6
Mama Said,Lukas Graham,81,-,81,1,2016,8,6
Body Say,Demi Lovato,84,-,84,1,2016,8,6
No Shopping,French Montana Featuring Drake,89,-,89,1,2016,8,6
A Little More Summertime,Jason Aldean,90,-,90,1,2016,8,6
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,96,-,96,1,2016,8,6
Sex With Me,Rihanna,97,-,97,1,2016,8,6
Cold Water,Major Lazer Featuring Justin Bieber & MO,2,-,2,1,2016,8,13
Tiimmy Turner,Desiigner,46,-,46,1,2016,8,13
Purple Lamborghini,Skrillex & Rick Ross,67,-,67,1,2016,8,13
Hit Or Miss,Jacob Sartorius,72,-,72,1,2016,8,13
Back On Road,Gucci Mane & Drake,81,-,81,1,2016,8,13
1 Night,Lil Yachty,88,-,88,1,2016,8,13
P**** Print,Gucci Mane Featuring Kanye West,89,-,89,1,2016,8,13
This Girl,Kungs vs Cookin' On 3 Burners,91,-,91,1,2016,8,13
It Don't Hurt Like It Used To,Billy Currington,97,-,97,1,2016,8,13
Middle Of A Memory,Cole Swindell,99,-,99,1,2016,8,13
Castaway,Zac Brown Band,100,-,100,1,2016,8,13
Closer,The Chainsmokers Featuring Halsey,9,-,9,1,2016,8,20
Setting The World On Fire,Kenny Chesney Featuring P!nk,29,-,29,1,2016,8,20
Holy Key,"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",84,-,84,1,2016,8,20
Starving,Hailee Steinfeld & Grey Featuring Zedd,96,-,96,1,2016,8,20
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,97,-,97,1,2016,8,20
Let Me Love You,DJ Snake Featuring Justin Bieber,12,-,12,1,2016,8,27
Gangsta,Kehlani,62,-,62,1,2016,8,27
Bohemian Rhapsody,Panic! At The Disco,64,-,64,1,2016,8,27
Cool Girl,Tove Lo,84,-,84,1,2016,8,27
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",94,-,94,1,2016,8,27
You Look Like I Need A Drink,Justin Moore,100,-,100,1,2016,8,27
Look Alive,Rae Sremmurd,76,-,76,1,2016,9,3
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,90,-,90,1,2016,9,3
In The Name Of Love,Martin Garrix & Bebe Rexha,93,-,93,1,2016,9,3
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",95,-,95,1,2016,9,3
Rock On,Tucker Beathard,98,-,98,1,2016,9,3
Nikes,Frank Ocean,79,-,79,1,2016,9,10
Ivy,Frank Ocean,80,-,80,1,2016,9,10
Pink + White,Frank Ocean,84,-,84,1,2016,9,10
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,94,-,94,1,2016,9,10
Mercy,Shawn Mendes,95,-,95,1,2016,9,10
Solo,Frank Ocean,96,-,96,1,2016,9,10
Nights,Frank Ocean,98,-,98,1,2016,9,10
I Met A Girl,William Michael Morgan,99,-,99,1,2016,9,10
Move,Luke Bryan,100,-,100,1,2016,9,10
Side To Side,Ariana Grande Featuring Nicki Minaj,31,-,31,1,2016,9,17
May We All,Florida Georgia Line Featuring Tim McGraw,56,-,56,1,2016,9,17
Grass Ain't Greener,Chris Brown,71,-,71,1,2016,9,17
OOOUUU,Young M.A,85,-,85,1,2016,9,17
Wyclef Jean,Young Thug,87,-,87,1,2016,9,17
Scars To Your Beautiful,Alessia Cara,95,-,95,1,2016,9,17
I Know Somebody,LOCASH,97,-,97,1,2016,9,17
The Greatest,Sia Featuring Kendrick Lamar,52,-,52,1,2016,9,24
Goosebumps,Travis Scott,92,-,92,1,2016,9,24
Caroline,Amine,96,-,96,1,2016,9,24
Fade,Kanye West,98,-,98,1,2016,9,24
Perfect Illusion,Lady Gaga,15,-,15,1,2016,10,1
Blue Ain't Your Color,Keith Urban,73,-,73,1,2016,10,1
Deja Vu,Post Malone Featuring Justin Bieber,75,-,75,1,2016,10,1
Sleep Without You,Brett Young,89,-,89,1,2016,10,1
Black Beatles,Rae Sremmurd Featuring Gucci Mane,96,-,96,1,2016,10,1
X,21 Savage & Metro Boomin Featuring Future,98,-,98,1,2016,10,1
Forever Country,"Artists Of Then, Now & Forever",21,-,21,1,2016,10,8
