year,title,artist,peak_pos,last_pos,weeks,rank,change,spotify_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2008,We Made It,busta rhymes,65,0,1,65,New,26jVcJqG66nj36jRqPBp2U,0.746,0.0684,138.454,0.0552,0.424,0,4,0.62,11,238067,-6.006,0.191,1
2009,We Made You,eminem,9,56,10,85,-29,4UMTp91LHhvW33ol9ZQH0Q,0.859,0.139,114.001,0.079,0.101,1.12E-06,4,0.922,2,269613,-1.152,0.616,1
2014,We Might Be Dead By Tomorrow,soko,9,0,1,9,Hot Shot Debut,3wriDAN59yRNx8FqynZnnb,0.158,0.118,144.503,0.0402,0.966,0.00312,4,0.366,7,161413,-16.409,0.0792,1
2001,We Need A Resolution,aaliyah,59,99,16,100,-1,1UJt3QTY1kaLtBy3Qyyai9,0.774,0.139,147.058,0.314,0.143,0,4,0.705,11,240987,-6.651,0.795,0
2011,We No Speak Americano,yolanda be cool,29,78,20,88,-10,5XhvlaKPZoWFUrBV2RNKU5,0.595,0.108,126.018,0.287,0.182,0.0972,4,0.916,10,177573,-7.78,0.663,0
2013,We Own It (Fast & Furious),2 chainz,16,75,7,86,-11,5DD9jE8Z3LvpVn2TxknJyX,0.899,0.0641,171.953,0.412,0.0543,0,4,0.554,1,227893,-4.558,0.55,1
2013,We Own The Night,the wanted,94,0,1,94,New,1FZTqomD07F1I2OVIJZz81,0.938,0.25,103.938,0.132,0.00611,0,4,0.543,11,205069,-3.992,0.575,1
2012,We Owned The Night,lady antebellum,31,59,20,57,2,7nvmiDtfh9gwYFh9Kzn7sc,0.714,0.0838,99.991,0.0273,0.281,0.000145,4,0.657,1,197800,-6.965,0.488,1
2011,We R Who We R,ke$ha,1,37,20,43,-6,5jaz6aiRknA63NIYWdbr2O,0.818,0.164,119.982,0.0418,0.008,0.00504,4,0.739,8,204827,-5.062,0.713,1
2008,We Rock,cast of camp rock,33,62,3,93,-31,7r6ubHsaieaig4kORmmsDy,0.947,0.167,143.914,0.112,0.00706,0,4,0.634,8,190933,-3.424,0.784,0
2012,We Run The Night,havana brown,26,35,22,44,-9,0mtPNQl5vePVwiI9Vykp7L,0.846,0.289,127.011,0.174,0.00676,0,4,0.691,9,228200,-4.322,0.704,0
2006,We Run This,missy elliott,48,76,5,89,-13,4z5fkIflIBvSG9elVNmiOJ,0.898,0.712,109.614,0.234,0.187,0,4,0.745,9,204461,-4.544,0.778,1
2013,We Still In This B****,b.o.b,64,70,20,64,6,5BPT6t9RRyR7OKvsWt1Om1,0.776,0.0883,139.926,0.106,0.0127,0,4,0.705,1,248540,-3.416,0.407,1
2007,We Takin' Over,dj khaled,28,78,17,81,-3,74OqjT3PMVWlZAyqUt4FgG,0.872,0.518,112.6,0.0761,0.153,0,4,0.767,10,263280,-4.25,0.565,0
2016,We The People....,a tribe called quest,77,0,1,77,New,3wUX7HpXS382s1DHTRouVk,0.805,0.141,92.601,0.0637,0.00909,0,4,0.71,1,172013,-5.471,0.897,1
2002,We Thuggin',fat joe,15,44,20,53,-9,2EcW94ak7kYH4mDMvI7iWg,0.649,0.0759,99.107,0.208,0.177,0,4,0.896,8,213533,-3.792,0.822,1
2016,We Went,randy houser,60,75,13,91,-16,4kYlMWhSOvrg4U6c0RqgEP,0.882,0.317,101.972,0.0389,0.0892,0,4,0.645,4,181987,-3.752,0.542,0
2014,We Were Us,keith urban and miranda lambert,26,88,20,94,-6,5Net7uzpcqkJtOwR22onye,0.934,0.118,103.005,0.0516,0.0322,0,4,0.573,2,191747,-5.655,0.511,1
2009,We Weren't Born To Follow,bon jovi,68,89,4,97,-8,2bmEPfhx72VME0sQpGLBgA,0.828,0.0838,126.001,0.0411,0.00184,0,4,0.508,11,244480,-4.656,0.745,1
2008,We Weren't Crazy,josh gracin,82,90,10,93,-3,1P0QYbg9KhGtv2OvvYgAWq,0.819,0.206,164.014,0.0407,0.208,0,4,0.42,0,227307,-2.557,0.657,1
2005,We Will Become Silhouettes,the postal service,82,0,1,82,Hot Shot Debut,53hXLQsByJC4B3UCNcmh0E,0.569,0.172,154.989,0.0326,0.0302,0.0639,4,0.588,2,300547,-8.044,0.143,1
2017,Weak,ajr,73,95,11,93,2,45iMRHmfLZu3yjdZ8P5e3t,0.642,0.137,123.984,0.0461,0.127,0,4,0.672,5,202194,-4.552,0.656,1
2004,Weak And Powerless,a perfect circle,61,90,18,96,-6,7gDVjl5fEw2OPAtjbW4LzR,0.841,0.108,159.747,0.0523,0.000172,0.861,3,0.483,1,195133,-7.494,0.129,0
2005,Welcome 2 Detroit,trick-trick,100,0,1,100,New,79t5idiRhbDB1oLaVcTVsD,0.779,0.656,91.168,0.299,0.14,0,4,0.583,11,285453,-4.59,0.63,1
2004,Welcome Back,mase,32,83,12,91,-8,2XQY54Im8VrO4sd2tAmiv4,0.742,0.321,88.437,0.18,0.0111,8.46E-05,4,0.764,1,262200,-2.33,0.504,1
2004,Welcome Back,mason betha,35,32,4,35,-3,2XQY54Im8VrO4sd2tAmiv4,0.742,0.321,88.437,0.18,0.0111,8.46E-05,4,0.764,1,262200,-2.33,0.504,1
2010,Welcome Christmas,glee cast,59,0,1,59,New,453OW4naq3cgZlk9oaHCu9,0.254,0.275,110.822,0.0297,0.911,0,4,0.419,11,133667,-9.302,0.0819,1
2002,Welcome To Atlanta,jermaine dupri,35,53,20,51,2,19VTqucnxJuH6kilNdweTh,0.786,0.107,95.989,0.383,0.0126,0,4,0.751,3,200840,-7.441,0.679,0
2005,Welcome To Jamrock,"damian ""jr. gong"" marley",55,65,12,74,-9,2e5Vm6VvdlTzuNcRSikeU6,0.661,0.449,76.723,0.333,0.0208,0,4,0.835,7,213200,-6.502,0.753,0
2011,Welcome To My Hood,dj khaled,79,95,7,99,-4,2NYYUTe0vuU5Tq4smECz71,0.804,0.228,139.594,0.273,0.0227,0,4,0.583,7,430733,-4.074,0.463,1
2005,Welcome To My Life,simple plan,40,92,18,98,-6,714Lw0m2SmCEhKSPw0Dn8J,0.858,0.067,173.255,0.0963,0.0134,0,4,0.421,1,206773,-4.535,0.491,1
2014,Welcome To New York,taylor swift,48,48,2,69,-21,6qnM0XXPZOINWA778uNqQ9,0.626,0.309,117.015,0.031,0.0358,2.23E-06,4,0.79,7,212600,-4.733,0.664,1
2007,Welcome To The Black Parade,my chemical romance,9,36,26,44,-8,60OyEYORxZjS7xlfoAgyjR,0.906,0.214,87.513,0.0785,0.000348,0.000297,4,0.187,2,314427,-4.321,0.231,1
2009,Welcome To The Future,brad paisley,42,56,16,87,-31,2qfGMqnRjiE4opZ4cBT65F,0.86,0.162,141.702,0.0319,0.0327,0.000131,4,0.516,7,351453,-5.856,0.43,1
2009,Welcome To The World,kevin rudolf,58,60,9,72,-12,6etuQn3IkhqFU8RA14b5US,0.921,0.245,116.004,0.0686,0.00681,0,4,0.596,6,183200,-3.945,0.651,1
2010,We'll Be A Dream,we the kings,76,80,6,93,-13,2Ph5ON7knzPFDQgtHM47cP,0.696,0.211,159.964,0.0315,0.00373,0,4,0.428,9,232840,-4.579,0.18,1
2011,We'll Be Fine,drake,89,0,1,89,New,4WmcBHCMydSBMNr34yRI6W,0.502,0.617,96.802,0.296,0.00182,0,5,0.555,6,247947,-7.544,0.267,0
2006,We're All In This Together,high school musical cast,34,97,4,97,0,0cqNGWvuukhCiKvEX7utys,0.936,0.707,116.026,0.0573,0.0571,0,4,0.759,1,231427,-6.259,0.821,1
2015,Wesley's Theory,kendrick lamar,91,0,1,91,New,77hlBnevpj8cbiH7sc0Iro,0.787,0.26,114.449,0.265,0.359,2.76E-05,4,0.509,7,287360,-6.754,0.507,1
2014,West Coast,lana del rey,17,0,2,100,Re-Entry,62iE88Z0WJqRWnWlIWMdcg,0.595,0.0907,123.14,0.0455,0.131,0.0327,4,0.422,6,257277,-7.202,0.442,0
2000,West Side Story,lfo,84,88,4,96,-8,4KJKJUetg7Gs3e0MAoSIzX,0.792,0.392,100.057,0.0509,0.0961,0,4,0.691,9,208160,-3.884,0.302,1
2016,Weston Road Flows,drake,54,0,2,84,Re-Entry,0P7HlSwSY8mJCWIk4yunb0,0.742,0.31,82.884,0.296,0.0763,0,4,0.623,1,253533,-6.963,0.362,1
2004,Westside Story,the game,93,98,4,93,5,61GzG81BTR3pxEPOX24I1i,0.668,0.0446,87.016,0.254,0.16,0,4,0.884,11,264760,-3.594,0.939,1
2015,Wet Dreamz,j. cole,61,86,20,89,-3,6Ius4TC0L3cN74HT7ENE6e,0.705,0.128,175.483,0.364,0.0752,0,4,0.504,6,239320,-8.205,0.584,0
2011,Wet The Bed,chris brown feat. ludacris,77,79,10,90,-11,0z4zukjMcUy0bPIL9iGLna,0.293,0.055,124.015,0.0327,0.00135,0.878,4,0.743,6,267097,-8.244,0.16,0
2009,Wetter,twista,87,0,1,87,New,0gPPfRl1qmyEuWQJVD2EW0,0.708,0.163,123.292,0.118,0.184,0,4,0.799,7,245827,-8.847,0.648,1
2009,Wetter (Calling You Daddy),twista,44,44,10,44,0,0gPPfRl1qmyEuWQJVD2EW0,0.708,0.163,123.292,0.118,0.184,0,4,0.799,7,245827,-8.847,0.648,1
2003,What A Beautiful Day,chris cagle,41,95,20,97,-2,2I4wcoJP7bT7PceIag67rn,0.814,0.0984,98.022,0.035,0.238,1.44E-06,4,0.576,6,224787,-5.893,0.744,1
2008,"What A Catch, Donnie",fall out boy,94,0,1,94,New,1S3PWp4jzECVO9bXS4pFR1,0.74,0.29,128.096,0.0367,0.0492,4.66E-06,4,0.468,5,297413,-4.167,0.406,1
2000,What A Girl Wants,christina aguilera,1,39,24,44,-5,5bGmuxShUba9maPswDnhCs,0.819,0.345,142.137,0.112,0.0684,0,4,0.754,0,215800,-6.833,0.818,1
2013,What About Love,austin mahone,66,71,9,92,-21,7h0UYZxGLiy0UCWGU1eaVF,0.782,0.0426,100.024,0.0391,0.000119,2.07E-05,4,0.625,2,203747,-7.473,0.277,1
2009,What About Now,daughtry,18,85,20,85,0,07dtD7iciEL7vHqATMXg3V,0.834,0.164,161.972,0.0436,0.0629,0,4,0.363,9,250311,-2.826,0.275,0
2000,What About Now,lonestar,30,61,20,69,-8,2Fsg9at6oxnR7h6PhNcOmE,0.688,0.17,126.998,0.0349,0.498,0,4,0.739,4,211253,-5.581,0.769,1
2017,What About Us,p!nk,13,62,21,48,14,0Qh38w01QRXK6KHIv0e3hb,0.588,0.0906,113.617,0.0507,0.0285,2.11E-06,4,0.489,1,269600,-6.177,0.187,1
2002,What About Us?,brandy,7,88,18,94,-6,0eekSctODhz1mYa5zatZ7f,0.71,0.309,186.292,0.361,0.246,0,4,0.531,10,237200,-1.608,0.74,0
2002,What Am I Gonna Do,tyrese,71,94,18,100,-6,7FFQsnjzumC6eyCXRFPQ2f,0.475,0.0951,145.597,0.052,0.275,0,4,0.69,10,280000,-4.702,0.536,0
2011,What Are Words,chris medina,83,0,1,83,New,3fNjgK9w11pnoR9pYrq2il,0.262,0.0893,124.052,0.0325,0.815,0,4,0.589,0,187440,-7.229,0.415,1
2017,What Do I Know?,ed sheeran,83,0,1,83,New,2pJZ1v8HezrAoZ0Fhzby92,0.492,0.262,115.092,0.038,0.251,0,4,0.838,1,237333,-5.69,0.895,0
2008,What Do Ya Think About That,montgomery gentry,57,79,20,90,-11,30Q0MN8pPGv7ChP8KjOn0y,0.798,0.0859,157.135,0.0304,0.0516,2.01E-05,4,0.587,7,218320,-6.122,0.706,1
2016,What Do You Mean?,justin bieber,1,37,31,41,-4,1ds2QsfhAAfRiaFMGDzrdb,0.564,0.0912,124.984,0.105,0.617,0.00024,4,0.842,5,207547,-8.042,0.782,0
2000,What Do You Say,reba,31,68,20,71,-3,1VzMmTHleeqZ5iep2HQ6Jj,0.567,0.0968,171.199,0.0483,0.193,0,4,0.458,8,208747,-8.199,0.332,1
2011,What Do You Want,jerrod niemann,52,59,20,64,-5,6bdDMSGOpu4u2AT4rarSDc,0.496,0.106,153.301,0.143,0.657,1.14E-06,4,0.555,4,214573,-10.12,0.543,1
2012,What Doesn't Kill You (Stronger),glee cast,66,0,1,66,New,379NxsaOdaBZQsAwfsb4QW,0.752,0.127,115.957,0.0302,0.00863,0.000175,4,0.618,0,221027,-4.828,0.679,1
2011,What Doesn't Kill You (Stronger),kelly clarkson,64,0,2,99,Re-Entry,6D60klaHqbCl9ySc8VcRss,0.939,0.112,116.044,0.0475,0.046,0,4,0.562,0,221947,-4.282,0.684,1
2007,What Goes Around...,justin timberlake,23,23,4,34,-11,3pD0f7hSJg2XdQ6udw5Tey,0.723,0.573,76,0.0709,0.122,0.00102,4,0.687,7,448573,-4.751,0.432,1
2007,What Goes Around...Comes Around,justin timberlake,1,46,25,50,-4,3pD0f7hSJg2XdQ6udw5Tey,0.723,0.573,76,0.0709,0.122,0.00102,4,0.687,7,448573,-4.751,0.432,1
2003,What Happened To That Boy,baby,45,82,11,93,-11,20Sp7dNLM3NjIu3TInDqjq,0.878,0.0723,93.307,0.317,0.0587,0.00021,4,0.631,6,258067,-6.189,0.675,0
2008,What Hurts The Most,cascada,52,89,14,99,-10,6i8Zmfk7wCdOfhPcTY87vB,0.981,0.515,142.025,0.0994,0.00991,3.22E-05,4,0.579,9,218586,-7.433,0.276,1
2007,What Hurts The Most,rascal flatts,6,43,51,44,-1,4bVuIlGQBMWS7vIhcx8Ae4,0.671,0.268,136.03,0.0283,0.00842,0,4,0.527,5,214107,-5.032,0.331,0
2010,What I Did For Love,glee cast,51,0,1,51,New,3mpXZcuekTsQVBYIt4vu1T,0.404,0.304,76.084,0.033,0.462,3.61E-06,4,0.281,8,222373,-7.52,0.0859,1
2009,What I Do,chris brown,88,0,1,88,New,1PQzybyGX1ylPrEU7t2scf,0.868,0.142,77.545,0.0883,0.0259,0,4,0.581,1,240240,-3.772,0.618,1
2000,What I Need To Do,kenny chesney,56,93,17,95,-2,203F5fqdu8WK880DM2cqVe,0.428,0.119,77.127,0.0338,0.432,1.20E-05,4,0.622,8,244293,-10.146,0.229,1
2001,What I Really Meant To Say,cyndi thomson,26,33,20,41,-8,2YhdP9Wq1yH2pshQ6sWnHo,0.671,0.176,140.115,0.0284,0.093,3.37E-05,4,0.503,1,200093,-5.717,0.381,1
2001,What If,babyface,80,98,15,97,1,4AFhkn04YASMuvUxVMJKmW,0.451,0.0975,143.908,0.112,0.212,0,4,0.745,11,246178,-6.314,0.481,0
2011,What If,colbie caillat,77,0,1,77,New,5qP1EhyVCDgyjqEMoJPUWA,0.839,0.0806,122.022,0.0357,0.262,1.43E-06,4,0.602,4,225120,-5.641,0.715,1
2010,What If,jason derulo,76,76,2,96,-20,1OOzUV2FMVtTeNpk82RKxm,0.757,0.144,82.517,0.0306,0.14,0,4,0.429,1,203240,-2.912,0.538,1
2002,What If A Woman,joe,63,93,16,95,-2,6B38ul2FMi2Vho0siZ6DjB,0.582,0.131,140.028,0.0451,0.0453,1.56E-05,4,0.645,10,254840,-5.325,0.359,1
2008,What If It All Goes Right,melissa lawson,79,0,1,79,New,5lFRQzNq8ew9QVvuEBTZIb,0.8,0.217,99.985,0.0294,0.323,8.36E-05,4,0.632,4,194107,-3.796,0.265,1
2002,What If She's An Angel,tommy shane steiner,39,75,20,77,-2,4avs56frsTcnjwy2KlCQ5D,0.528,0.0912,146.169,0.0258,0.308,1.11E-06,4,0.535,8,215533,-7.453,0.41,1
2017,What Ifs,kane brown,26,39,23,43,-4,7zVCrzzEJU7u24sbJPXA5W,0.799,0.172,125.976,0.0275,0.00898,0,4,0.612,10,188253,-4.603,0.687,1
2008,What Is It,baby bash,57,79,12,92,-13,371GoHoueVN53jY8MoWufq,0.755,0.273,93.047,0.0391,0.0272,0,4,0.738,8,201120,-5.728,0.19,1
2001,What It Feels Like For A Girl,madonna,23,83,10,97,-14,6rQcK4xOzePDdrTg7Yv6d6,0.627,0.154,104.988,0.0478,0.201,0.00161,4,0.67,8,283893,-9.497,0.582,1
2001,What It Is,violator,63,88,14,100,-12,3xuobJ0EyP0Boajt7p8xWq,0.484,0.0705,100.967,0.221,0.218,1.54E-05,4,0.931,5,218560,-7.735,0.664,0
2006,What I've Been Looking For,lucas grabeel,53,53,3,94,-41,0oo5zVjH4CyTsm5FctRlnL,0.873,0.555,140.099,0.0355,0.094,0,4,0.628,9,125493,-5.69,0.565,1
2007,What I've Done,linkin park,7,47,23,49,-2,1vJ00sqL2EvSO6wKGktYB4,0.93,0.138,120.119,0.0324,0.0141,1.64E-06,4,0.623,5,205613,-5.285,0.287,1
2015,What Kind Of Man,florence + the machine,88,100,2,88,12,09Ua1o00SlYsiN7Mn3t7ji,0.648,0.129,113.047,0.0425,0.0229,0,4,0.314,11,216176,-4.556,0.153,0
2008,What Kinda Gone,chris cagle,54,98,20,96,2,7uPReljrrTaqzDCcx4JHmi,0.861,0.103,172.052,0.0365,0.257,0,4,0.494,5,181613,-5.236,0.668,1
2017,What Lovers Do,maroon 5,9,17,18,21,-4,4nYsmWkuTaowTMy4gskmBw,0.612,0.0852,109.959,0.0693,0.0805,3.83E-06,4,0.792,5,199849,-5.212,0.42,0
2012,What Makes You Beautiful,one direction,4,37,34,44,-7,3SPDQfj2UfWq6A2NllZnzn,0.771,0.087,125.011,0.0725,0.00761,0,4,0.729,4,198053,-2.451,0.873,1
2000,What Means The World To You,cam'ron,83,95,10,92,3,6lH67bGdVbYWuthCi4iqH4,0.586,0.0363,143.931,0.163,0.0199,0,4,0.817,5,279467,-8.085,0.896,0
2013,What Now,rihanna,25,84,8,93,-9,2RWs4c3ZJ74WwXlVC3QCQN,0.683,0.638,179.922,0.0439,0.077,0,3,0.397,11,243093,-4.701,0.223,1
2011,What The Hell,avril lavigne,11,64,20,75,-11,10zycm3kRmxg5etQ8Qhpq4,0.934,0.123,149.964,0.0554,0.00405,0.0064,4,0.577,2,219653,-3.672,0.855,1
2011,What The Water Gave Me,florence + the machine,91,0,1,91,New,3RiOPzAvhNKuMIdPYOrKV8,0.631,0.123,124.1,0.0325,0.00764,8.81E-05,4,0.479,0,333467,-6.303,0.175,0
2003,What The World Needs,wynonna,70,76,8,87,-11,5cccrywlvFKEQgqKgALW5f,0.815,0.0806,170.052,0.0504,0.172,0,4,0.549,0,215973,-3.512,0.648,0
2016,What The World Needs Now Is Love,broadway for orlando,86,0,1,86,New,4YsVcSOhK6syrIhtAXyl9Q,0.983,0.107,131.02,0.187,0.13,0,4,0.591,6,247328,-0.32,0.596,1
2008,What Them Girls Like,ludacris co-starring chris brown,33,99,14,92,7,3CsosCIphxRveIXD0829le,0.701,0.118,170.233,0.345,0.175,0,4,0.53,1,242107,-6.12,0.793,1
2017,What They Want,russ,83,0,8,98,Re-Entry,3pndPhlQWjuSoXhcIIdBjv,0.404,0.0953,139.553,0.379,0.484,0,4,0.71,1,165853,-10.04,0.398,0
2007,What Time Is It,high school musical 2 cast,6,86,8,91,-5,6NqfslFfCCOyBQ0Xw8kN8E,0.916,0.35,116.033,0.0831,0.119,0,4,0.747,10,198000,-3.206,0.723,0
2005,What U Gon' Do,lil jon,22,84,19,94,-10,1bTphHXspys3RvvRxfzzIc,0.724,0.162,150.192,0.242,7.68E-05,1.02E-06,4,0.838,1,320187,-6.9,0.537,0
2008,"What Up, What's Haapnin'",t.i.,84,0,1,84,New,3pqb4Hr7BC66QvBqTYZu9v,0.854,0.416,142.948,0.0908,0.0127,0,4,0.416,1,301293,-4.34,0.102,1
2003,What Was I Thinkin',dierks bentley,22,43,20,51,-8,0r8iDf65NHgFgZOGLwj5r8,0.825,0.0999,164.857,0.044,0.152,6.20E-06,4,0.551,5,260827,-6.24,0.933,0
2015,What We Ain't Got,jake owen,89,89,11,91,-2,3obQ7Qx6YZt8r1KvTv7uk3,0.257,0.0899,127.981,0.0344,0.952,3.89E-05,4,0.537,9,218787,-10.447,0.169,1
2003,What We Do,freeway,97,0,2,97,Re-Entry,5kDkWHFx0AEvJ1Pfm2i0ac,0.893,0.308,188.84,0.33,0.00821,0,4,0.568,0,229107,-4.796,0.326,1
2001,What Would You Do?,city high,8,35,28,43,-8,1tJkic0TURTCXw3rBhYgWu,0.793,0.418,95.918,0.24,0.278,0,4,0.732,7,175560,-7.053,0.821,1
2003,What Would You Do?,the isley brothers,49,100,20,98,2,7tVibpFBMdBkbMoGj8Icmp,0.401,0.241,124.993,0.0786,0.783,0,4,0.743,4,227933,-8.183,0.666,1
2008,What You Got,colby o'donis,14,40,25,49,-9,3MldzywZOH4Uci6bq9noyJ,0.631,0.168,119.965,0.0395,0.0308,0,4,0.771,1,243013,-6.795,0.283,1
2006,What You Know,t.i.,3,49,20,59,-10,6A71EmfdTryZxflaVpuXy6,0.815,0.12,146.934,0.0376,0.0154,0,4,0.548,3,273733,-4.389,0.345,0
2005,What You Waiting For?,gwen stefani,47,91,20,93,-2,7icROppj4Z12Nr0xGgxWFJ,0.942,0.383,136.044,0.0776,0.0696,1.97E-06,4,0.676,2,221227,-2.586,0.718,0
2000,What You Want,dmx,49,99,20,100,-1,0xT3Fg571q1iFjLe897ZYX,0.845,0.318,167.271,0.335,0.0659,0,4,0.639,1,248653,-5.67,0.721,1
2011,What You Want,evanescence,68,0,1,68,New,3vTAxAehUcKMFRhnqowb88,0.919,0.127,121.967,0.0784,0.00618,0,4,0.571,11,221213,-2.554,0.479,0
2010,Whataya Want From Me,adam lambert,10,45,30,49,-4,2rDwdvBma1O1eLzo29p2cr,0.683,0.0593,185.948,0.0489,0.00706,0,4,0.44,11,227320,-4.732,0.445,0
2009,Whatcha Say,jason derulo,1,6,17,6,0,2zJZwWF7BTGIIvrAlgzJEx,0.711,0.145,144.036,0.0779,0.0444,0,4,0.615,11,221253,-5.507,0.711,1
2000,What'Chu Like,da brat,26,68,20,68,0,5d8woPn6sHRA6yPnnHnqSt,0.681,0.0669,99.974,0.24,0.017,0,4,0.879,10,221160,-8.951,0.817,0
2002,Whatchulookinat,whitney houston,96,96,3,96,0,7Kt3rCH3VPNDDJq3iq7v16,0.878,0.509,105.014,0.148,0.0587,0,4,0.676,11,213440,-3.66,0.533,0
2000,Whatever,ideal,47,92,18,90,2,3tHAB8FI4rfULUHHG1d2Ct,0.708,0.0902,101.854,0.0712,0.00223,0,4,0.824,10,228173,-6.037,0.767,0
2009,Whatever It Is,zac brown band,26,39,20,45,-6,4o8STNAL91xc7EvuvqSKk1,0.576,0.212,83.971,0.0284,0.443,1.70E-05,4,0.686,1,208213,-6.632,0.72,1
2017,Whatever It Takes,Imagine Dragons,12,22,20,21,1,6Qn5zhYkTa37e91HC1D7lb,0.655,0.117,134.945,0.0311,0.0362,0,4,0.672,10,201240,-5.021,0.556,0
2008,Whatever It Takes,lifehouse,33,59,20,58,1,3nzL5CIQiCEt6jRt1AlQ9d,0.884,0.192,150.049,0.0297,0.00678,0,4,0.439,0,207240,-4.207,0.522,1
2014,Whatever She's Got,david nail,35,45,21,49,-4,54YvR3jlAJ3nnSCK1dWcwm,0.717,0.0544,160.458,0.0421,0.201,0,4,0.53,1,236987,-6.073,0.906,1
2004,Whatever U Want,christina milian,100,0,1,100,New,3dWwcgXF8C4bguGHoWQkG3,0.729,0.341,102.325,0.123,0.0135,9.53E-06,4,0.791,1,229333,-5.588,0.866,1
2009,Whatever You Like,anya marina,88,0,1,88,New,5qX2ZJoLEyFCTAdaCqUo7s,0.643,0.308,121.97,0.0316,0.535,0,4,0.663,5,228907,-4.383,0.368,1
2009,Whatever You Like,t.i.,1,35,31,40,-5,3tvWMBIblzT5FSjKtIeRR1,0.687,0.261,150.053,0.0709,0.0161,0,4,0.68,9,249533,-6.162,0.467,0
2017,Whatever You Need,meek mill,51,90,13,100,-10,6yMxfx9wpiuhhdb8vHDVMu,0.57,0.0821,164.155,0.202,0.0254,0,4,0.519,1,205373,-7.366,0.317,1
2005,What's A Guy Gotta Do,joe nichols,64,74,15,88,-14,3AiNYdRmhXcv7KCFHZOddA,0.963,0.0746,170.224,0.077,0.662,3.12E-05,4,0.637,5,141947,-3.808,0.92,1
2001,What's Going On,all star tribute,27,95,10,94,1,6bXBygPgj3hXblaoYNc8L4,0.864,0.375,100.316,0.395,0.0283,0,4,0.423,6,259042,-6.817,0.698,0
2004,Whats Happnin!,ying yang twins,30,56,20,79,-23,6QVDBajBKQAz7RSS66k4vF,0.672,0.391,107.996,0.0543,0.0988,0,4,0.828,6,259733,-6.456,0.776,1
2004,What's It Like,jagged edge,85,85,2,97,-12,5SKkOuJxufkWfkTFnwQvWO,0.652,0.0537,114.918,0.0681,0.343,0,4,0.612,0,262960,-7.024,0.388,1
2006,What's Left Of Me,nick lachey,6,39,25,45,-6,2renBQKATbkVYjfSuvYWw8,0.742,0.139,150.067,0.0362,0.142,0,4,0.426,7,244840,-5.678,0.297,1
2002,What's Luv?,fat joe,2,43,28,46,-3,2mKouqwAIdQnMP43zxR89r,0.707,0.108,93.955,0.0598,0.0219,2.19E-05,4,0.835,8,267093,-5.074,0.919,1
2017,What's My Name,"china anne mcclain, thomas doherty",61,84,3,85,-1,53xAT6jud1w0NqlBjSW4VB,0.933,0.21,114.031,0.164,0.112,0,4,0.725,3,190720,-4.933,0.601,0
2011,What's My Name?,rihanna,1,35,22,46,-11,5xZtUAVUVfjBtVtMOgMkyy,0.781,0.107,100.008,0.0792,0.247,0,4,0.705,2,263173,-2.927,0.55,1
2010,What's Wrong With Them,lil wayne,42,0,1,42,New,1lIVUZkvFCQy4wxSvNF2LE,0.811,0.199,149.849,0.323,0.0664,0,4,0.695,0,211400,-5.227,0.401,1
2001,What's Your Fantasy,ludacris,21,41,22,47,-6,4LwOrnuxJwR7C5Sw4liY4Z,0.813,0.124,140.089,0.163,0.171,0,4,0.914,9,275907,-3.607,0.962,1
2009,Wheels,foo fighters,72,92,10,93,-1,3KsatAMRt1a7iryhWt5I8U,0.792,0.142,161.994,0.0374,0.000495,5.10E-06,4,0.426,9,278213,-4.709,0.557,1
2011,When A Woman Loves,r. kelly,93,0,1,93,New,67UivNNJwBPb8XS7r4fGmf,0.447,0.174,180.336,0.0515,0.498,0,3,0.328,5,310560,-5.647,0.404,1
2016,When Doves Cry,prince,1,20,23,8,12,51H2y6YrNNXcy3dfc3qSbA,0.989,0.443,126.47,0.049,0.0102,4.45E-05,4,0.729,9,352906,-4.613,0.84,0
2001,When God-Fearin' Women Get The Blues,martina mcbride,64,82,10,99,-17,78Pl98qYK16Egcle5fMx0G,0.707,0.14,141.837,0.0804,0.118,0,4,0.603,2,299400,-6.215,0.455,1
2006,When I Get Where I'm Going,brad paisley,39,58,20,63,-5,6eEih3sYE69plp2fCKZInS,0.462,0.111,85.973,0.0269,0.443,0,4,0.497,0,246547,-6.705,0.21,1
2011,When I Get You Alone,glee cast,47,0,1,47,New,63dHVDt4TXudnl2K1eziJT,0.763,0.0697,108.075,0.0615,0.211,0,4,0.738,7,151987,-6.002,0.483,0
2008,When I Grow Up,the pussycat dolls,9,50,20,56,-6,3iuVrqB9XJ3iX2sa7waVHK,0.696,0.387,118.447,0.0472,0.00181,0,4,0.686,11,245680,-5.676,0.317,0
2010,When I Look At You,miley cyrus,16,91,13,94,-3,6WLArSQvdGhiuTgyoX7HkB,0.598,0.0943,137.878,0.0284,0.146,0,3,0.462,6,249667,-3.989,0.201,1
2004,When I Look To The Sky,train,74,91,14,92,-1,3h0NvxPV2wiENW2ieih9DL,0.663,0.118,80.299,0.0259,0.086,0,4,0.506,0,244640,-3.972,0.498,1
2000,When I Said I Do,clint black,31,80,20,84,-4,6NBaOUmCVpNAaqBDFiJkCn,0.411,0.106,102.806,0.0276,0.308,0,3,0.507,10,268960,-8.657,0.184,1
