Track,Artist,Position,Peak,Last,Weeks,Year,Month,Week
Our Love Affair,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Over The Rainbow,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Palace Montage,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Paris Is A Lonely Town,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Pretty Girl Milking A Cow,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Smiles,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Snooky Ookums,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Stompin' At The Savoy,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Swanee,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Taking A Chance On Love,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Ten Pins In The Sky,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
That Old Black Magic,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
That's The Good Old Sunny South,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
The Boy Next Door,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
The Joint Is Really Jumpin' At Carnegie Hall,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
The Music That Makes Me Dance,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
The Texas Tornado,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
The Trolley Song,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Then You've Never Been Blue,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
There's No Business Like Show Business,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Wearing Of The Green,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
What Now My Love?,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Who?,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
You Do Something To Me,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
You Go To My Head,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
You Made Me Love You,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
You Made Me Love You (Dear Mr. Gable),Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
Zing Went The Strings Of My Heart,Judy Garland,0.0,0.0,0,0.0,0.0,0.0,0.0
All I Want For Christmas Is You,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Baby,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Be Alright,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Believe,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Can't Get You Off My Mind.,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Can't Live Without You,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Catching Feelings,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Christmas Eve,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Christmas Is Dead,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Come Home To Me,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Common Denominator,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Digital,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Eenie Meenie,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Fa La La,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Fairytale,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
First Dance,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Foreign Remix,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Go The Distance,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Happy New Year,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Hard 2 Face Reality,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Heartache,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Hit The Ground,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Home This Christmas,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Home To Mama,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
I Would,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
I'll Be,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
J-Bieber Rap,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Just Like Them,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Ladies Love Me,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Latin Girl,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Looking For You,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Me Like You Do,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Madly In Love (Bigger Than Life),Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Make You Believe,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Maria,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Omaha Mall,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
One Dance (Remix),Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
One Life,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
One Love,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Only Thing I Ever Get For Christmas,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Otis Freestyle,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Out Of Town Girl,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Overboard,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
PYD,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Ride,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Right Here,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Runaway Love,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Second Chance,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Set A Place At Your Table,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
She Don't Like The Lights,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Somebody To Love,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Someday At Christmas,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Speaking In Tongues,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Speechless,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Stay With Me Forever,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
That Should Be Nana,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
The Christmas Song,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
The Lady With The Big Brown Eyes,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
The Most,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Thinking About You,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
This Dream Is Too Good,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Thought Of You,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Trust Issues Remix,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Uh Oh,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Up,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Vatican,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Wait For A Minute,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
We Were Born For This,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
What's Hatnin',Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Won't Stop,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
You And Me,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
You've Got The Mother Load,Justin Bieber,0.0,0.0,0,0.0,0.0,0.0,0.0
Am I Worthy Of,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
(Another Song) All Over Again,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Better Not Together,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Bigger Than The World,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Blindness,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Breath,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Carry Out,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Damn Girl,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Dead And Gone,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Hold The Wall,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Electric Lady,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Five Hundred Mile,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Hootnanny,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Last Night,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Stoned,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Murder,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
My Eyes Adored You,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
My Love,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Never Again,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
(Oh No) What You Got,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
One Last Cry,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Only When I Walk Away,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Right For Me,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Signs,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Spaceship Coupe,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Still On My Brain,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Take It From Here,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
"Take Me Now,",Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
That Girl,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
This I Promise You,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
True Blood,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Until The End Of Time,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Where Is The Love (with Black Eyed Peas),Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Why When How,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Work It,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
You Taught Me To...,Justin Timberlake,0.0,0.0,0,0.0,0.0,0.0,0.0
Addiction,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Amazing,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Another You,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Apologize,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Awesome,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Brand New,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Celebration,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Champion,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Classic,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Cold,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Coldest Winter,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Crack Music,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Look Down,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Excuse Me Miss Again (Remix),Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Eyes Closed,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Facts,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Feed Back,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Flashing Lights,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Ghetto University,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Girl Tonight,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Glenwood,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
God Level,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Gold Digger,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Good Friday,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Good Life,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Good Morning,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Good Night,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Graduation Day,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Grammy Family,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
H.A.M.,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Hell Of A Life,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Hey Mama,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Higher,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Hold On (Remix),Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
I Got A Love,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
I Just Wanna Love U (Offcial Kanye West Mumtribute Mix),Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
I Love Kanye,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
I Wonder,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
I'll Fly Away,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Late,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Let's Get Married Reception Remix,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Lil Jimmy Skit,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Lost In The World,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Mama's Boyfriend,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
My Way Home,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Never Let Me Down - Ft. Jay Z,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Not Enough Time,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Only One,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Pinocchio Story,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Power,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Pro Nails,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Punch Drunk Love,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Put Your Face In The Bag,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Right On Time,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Robocop,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Runaway,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Say You Will,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
School Spirit,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
School Spirit Skit,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
See Me Now,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
See You In My Nightmares,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Send It Up,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Sky Might Fall,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Southside,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Street Lights,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Swagga Like Us,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
The Food,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
The Glory,Kanye West,0.0,0.0,0,0.0,0.0,0.0,0.0
Always Enough,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Be Still,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Breathe On Us,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Come To Me,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Everyone Needs A Little,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Find You On My Knees,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Forever,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Here,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Holy Spirit,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
How Majestic,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
I Am Not Alone,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
I'm Singing,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Joyfully,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Keeper Of My Heart,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Let The Heavens Open,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Look Upon The Lord,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Lord Over All,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Love Came Down,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
My Romance,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
No Sweeter Name,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
One Desire,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Only Your Love,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Rise,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Run To You,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Savior's Here,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Stars In The Sky,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Sweep Me Away,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
We Exalt Your Name,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
What Love Is This,Kari Jobe,0.0,0.0,0,0.0,0.0,0.0,0.0
Among Angels,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
An Architect's Dream,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
And Dream Of Sheep (Live) [Act Two],Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
And So Is Love,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Another Day,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Army Dreamers,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Atlantis,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Babooshka,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Be Kind To My Mistakes,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Between A Man And A Woman,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Big Stripey Lie,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Blow Away,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Brazil,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Cloudbusting,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Come Closer To Me Babe,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Constallation Of The Heart,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Cussi Cussi,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Dali,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Do Bears,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Give Up,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Don't Push Your Foot On The Heartbrake,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Experiment Iv,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Fast Train,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Feel It,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Flower Of The Mountain,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Fullhouse,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Get Out Of My House,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Hammer Horror,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Hello Earth,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Home For Christmas,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Houdini,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Hounds Of Love,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Hounds Of Love (Live) [Act One],Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Humming (Demo),Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
I'm Still Waiting,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
In The Warm Room,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
It Hurts Me,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
James And The Cold Gun,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Jig Of Life,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Joanni,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Ken,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
King Of The Mountain,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
King Of The Mountain (Live) [Act One],Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Lake Tahoe,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
L'amour Looks Something Like You,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Leave It Open,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Let It Be (Live),Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Lily,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Love And Anger,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Lyra,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Misty,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Moments Of Pleasure,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Moving,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Mrs. Bartolozzi,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Ne T'enfuis Pas,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Never Be Mine,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
No Self Control,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Nocturn,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Not This Time,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Oh England My Lionheart,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Oh To Be In Love,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
On Fire Inside A Snowball,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Once,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Organic Acid,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Passing Through Air,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Playing Canasta In Cold Rooms,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Pull Out The Pin,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Ran Tan Waltz,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Reaching Out,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Rocketman,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Rocket's Tail,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Room For The Life,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Rubberband Girl,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Running Up That Hill,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Sat In Your Lap,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Scares Me Silly,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Sexual Healing,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Show A Little Devotion,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Sister And Brother,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Snowflake,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
So Soft,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Something Like A Song,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The Dreaming,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The Fog,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The Infant Kiss,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The Kick Inside,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The King Is Dead,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The Long And Winding Road,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The Magician,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The Man With The Child In His Eyes,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The Red Shoes,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The Sensual World,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
The Song Of Solomon,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
There Goes A Tenner,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
This Woman's Work,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Top Of The City,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Top Of The City (Live) [Act One],Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Under Ice,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Under Ice (Live) [Before The Dawn],Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Violin,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Walk Straight Down The Middle,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Warm And Soothing,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Watching You Without Me,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
Where Are The Lionhearts,Kate Bush,0.0,0.0,0,0.0,0.0,0.0,0.0
